numero_lot ; id_client ; nom_produit ; quantite ; date_transaction ; montant
8767;CL52871000;Produit16;1;2023-10-03;143.20468380726967
8768;CL88691000;Produit37;24;2024-04-08;876.2418685390646
8769;CL48841000;Produit92;67;2023-10-26;974.2475514982697
8770;CL48111000;Produit58;82;2023-06-05;363.1808748764826
8771;CL30601000;Produit21;21;2023-07-29;371.7874478744215
8772;CL13761000;Produit81;63;2024-01-01;844.6162456604781
8773;CL27551000;Produit89;12;2024-03-26;953.153934009772
8774;CL86951000;Produit1;63;2024-03-22;411.53283198761676
8775;CL57551000;Produit17;89;2024-04-18;227.60295096256195
8776;CL47541000;Produit33;90;2024-03-03;994.813425533777
8777;CL54111000;Produit38;45;2024-01-13;179.73381657038402
8778;CL78781000;Produit55;21;2023-06-26;732.3769666766771
8779;CL29471000;Produit7;40;2023-07-30;860.91152053042
8780;CL51371000;Produit31;20;2023-10-06;887.972084759357
8781;CL72991000;Produit24;38;2023-12-14;717.1284378301856
8782;CL4221000;Produit92;12;2024-02-26;955.5804163445665
8783;CL45621000;Produit66;18;2023-08-19;594.672486090975
8784;CL64331000;Produit1;38;2024-05-27;996.5260933201006
8785;CL80671000;Produit61;64;2023-12-28;567.2720303250634
8786;CL55741000;Produit63;100;2023-10-09;110.18440801484203
8787;CL25291000;Produit3;10;2023-08-09;762.3577141959462
8788;CL67631000;Produit3;95;2023-06-11;227.56995952110825
8789;CL20281000;Produit67;87;2023-07-09;62.16668286408292
8790;CL8291000;Produit29;15;2023-07-26;162.90455902416124
8791;CL26121000;Produit15;20;2024-04-07;757.7253633939852
8792;CL80801000;Produit97;13;2023-06-20;120.76400326027054
8793;CL45071000;Produit46;45;2023-12-03;895.5454773816058
8794;CL4961000;Produit5;80;2024-05-12;368.73837949899973
8795;CL81521000;Produit9;76;2024-03-15;206.07314825122913
8796;CL9321000;Produit11;79;2024-05-30;182.26919251862634
8797;CL22941000;Produit72;57;2024-02-06;77.62185928691213
8798;CL61291000;Produit32;43;2023-09-21;52.91861706075418
8799;CL49151000;Produit38;69;2024-05-16;195.42620006321104
8800;CL87481000;Produit27;50;2023-06-29;133.65231587058503
8801;CL87811000;Produit15;42;2023-06-24;463.4647747411173
8802;CL73531000;Produit21;66;2024-01-18;768.5584849421599
8803;CL22161000;Produit99;44;2023-06-23;70.36233463261873
8804;CL15371000;Produit22;93;2024-05-27;824.9656852430933
8805;CL68111000;Produit5;38;2024-05-04;13.694399279530598
8806;CL30321000;Produit20;98;2023-12-18;407.25479980262566
8807;CL73131000;Produit20;56;2023-09-29;600.7382170885154
8808;CL9071000;Produit79;46;2024-03-24;334.2822369034524
8809;CL18111000;Produit81;64;2024-01-20;404.65871975710166
8810;CL35841000;Produit38;89;2023-10-05;790.6470054083344
8811;CL88751000;Produit2;24;2023-10-17;872.4529600934181
8812;CL24791000;Produit22;70;2024-04-28;501.8550724869654
8813;CL39401000;Produit47;30;2023-07-07;954.0316691824517
8814;CL60471000;Produit46;54;2024-03-19;609.4758760220703
8815;CL63581000;Produit16;20;2023-12-12;147.5713557115938
8816;CL58031000;Produit34;25;2023-10-20;545.771926045895
8817;CL80781000;Produit79;9;2024-02-03;196.86468825094926
8818;CL53541000;Produit28;65;2023-06-18;453.0421628591118
8819;CL28911000;Produit24;65;2024-03-16;86.62670636985767
8820;CL55011000;Produit16;73;2023-10-03;47.4886807033884
8821;CL67561000;Produit43;16;2024-03-02;996.5279323940641
8822;CL12111000;Produit39;69;2023-09-07;166.13609407290855
8823;CL81891000;Produit90;69;2023-06-01;576.7339718600175
8824;CL46241000;Produit69;34;2023-08-28;129.95221407739666
8825;CL78651000;Produit4;37;2024-04-09;844.6946376485567
8826;CL921000;Produit81;16;2024-01-23;72.49051300774688
8827;CL89691000;Produit6;92;2023-11-13;895.2671413803587
8828;CL4391000;Produit39;17;2024-02-18;848.1613481743685
8829;CL64751000;Produit25;93;2024-01-16;454.55070611774516
8830;CL68741000;Produit45;19;2024-01-01;983.6058274783586
8831;CL87591000;Produit21;82;2023-09-16;630.2897083454828
8832;CL33211000;Produit57;43;2024-01-17;121.96632830886278
8833;CL59791000;Produit36;68;2024-05-06;701.7537768485104
8834;CL11161000;Produit58;64;2024-02-09;689.4021628634181
8835;CL32871000;Produit67;96;2023-06-28;85.67602492324067
8836;CL27401000;Produit6;50;2024-05-30;13.670227516663681
8837;CL62271000;Produit23;54;2023-09-07;198.320656649144
8838;CL34661000;Produit77;75;2023-09-19;862.5737096606155
8839;CL17091000;Produit84;95;2023-10-22;100.92103028086191
8840;CL32981000;Produit93;44;2024-05-08;978.5725642738037
8841;CL32321000;Produit99;69;2023-10-02;835.5879650741385
8842;CL68391000;Produit11;70;2023-07-15;681.753441521768
8843;CL32061000;Produit1;80;2024-01-24;273.00950879540903
8844;CL39521000;Produit53;16;2023-09-16;24.98360622949587
8845;CL35741000;Produit37;65;2023-11-28;263.6709424023884
8846;CL85191000;Produit25;85;2023-12-31;589.6405415367539
8847;CL341000;Produit99;31;2023-12-16;400.4011193887793
8848;CL14741000;Produit65;84;2023-08-18;561.439081365286
8849;CL20391000;Produit12;83;2024-04-30;456.4368202830463
8850;CL67701000;Produit65;51;2023-07-20;181.10057953895836
8851;CL55761000;Produit34;84;2023-10-30;797.1859657291415
8852;CL9371000;Produit80;89;2024-03-07;972.858946949874
8853;CL22211000;Produit71;44;2024-04-14;162.91308298181724
8854;CL86321000;Produit51;4;2024-04-27;722.9188758377215
8855;CL7491000;Produit74;18;2023-07-28;668.7754872630378
8856;CL36941000;Produit89;79;2023-10-06;194.21976776583836
8857;CL41801000;Produit46;55;2023-09-07;798.2688870533511
8858;CL52601000;Produit66;62;2023-10-27;401.36869352199085
8859;CL23741000;Produit84;73;2023-10-07;99.11693444558647
8860;CL55651000;Produit57;71;2023-06-18;179.94889545271116
8861;CL49781000;Produit83;23;2023-10-04;600.0355659170575
8862;CL82511000;Produit7;48;2024-05-09;56.052436481770656
8863;CL68501000;Produit40;39;2024-04-12;573.3550843924401
8864;CL82191000;Produit54;27;2024-05-28;149.70031548347907
8865;CL34551000;Produit29;39;2023-06-29;448.0755125968702
8866;CL35141000;Produit53;63;2023-10-25;88.58006646093556
8867;CL46341000;Produit94;59;2024-01-14;59.11273082022097
8868;CL10411000;Produit30;18;2023-12-29;486.4346572155419
8869;CL27651000;Produit87;81;2023-10-23;599.9620259575834
8870;CL22271000;Produit44;84;2024-02-11;72.56940225236514
8871;CL66331000;Produit48;90;2023-09-26;404.12237564945116
8872;CL10001000;Produit11;78;2024-05-20;820.8035909864768
8873;CL6171000;Produit60;88;2023-09-24;16.899817698850114
8874;CL29211000;Produit65;88;2023-10-07;457.1859392989966
8875;CL58771000;Produit9;81;2023-11-16;57.81432310000165
8876;CL87071000;Produit84;69;2024-01-10;16.72560122615034
8877;CL27931000;Produit25;66;2024-01-07;149.0953634421433
8878;CL2241000;Produit78;25;2024-01-21;149.98351395788876
8879;CL45561000;Produit70;50;2023-11-26;209.65190089063327
8880;CL4321000;Produit25;89;2023-06-01;336.7432726002914
8881;CL46771000;Produit27;100;2023-08-12;633.5776398928078
8882;CL83591000;Produit69;22;2023-09-27;526.1657083770864
8883;CL12881000;Produit4;36;2024-04-18;447.5029695349357
8884;CL48561000;Produit7;49;2023-08-22;842.2641746816946
8885;CL53281000;Produit16;69;2023-06-08;871.8745112459222
8886;CL9821000;Produit88;20;2023-12-04;200.55735149441193
8887;CL10771000;Produit94;23;2023-12-02;955.1468577559672
8888;CL911000;Produit68;2;2024-03-31;423.114832783227
8889;CL45321000;Produit94;43;2023-09-10;789.6666512682069
8890;CL39851000;Produit37;40;2023-07-27;655.5575598469644
8891;CL12541000;Produit42;69;2024-03-14;719.1393270049258
8892;CL60051000;Produit88;75;2024-01-28;942.9753044288559
8893;CL87291000;Produit93;3;2024-05-10;485.57012093185364
8894;CL58591000;Produit7;55;2023-07-30;953.1414965783729
8895;CL29161000;Produit67;92;2024-02-01;41.6935719895093
8896;CL54281000;Produit28;66;2024-03-08;872.2131093590173
8897;CL89751000;Produit11;5;2024-03-23;271.5405650999078
8898;CL51001000;Produit37;99;2023-12-02;651.5846791000832
8899;CL4081000;Produit47;18;2024-04-22;667.9833446027449
8900;CL2161000;Produit69;85;2023-12-05;447.3993024089255
8901;CL77601000;Produit10;49;2023-09-13;783.0463423016589
8902;CL72611000;Produit48;47;2024-03-26;248.00390544220483
8903;CL30281000;Produit77;49;2023-08-27;503.3348391628892
8904;CL2111000;Produit32;55;2024-04-10;857.3651528909078
8905;CL35041000;Produit79;1;2023-11-19;363.12471483394154
8906;CL40471000;Produit24;79;2023-10-30;836.0413834774133
8907;CL27821000;Produit62;81;2023-08-10;238.14680565156684
8908;CL85041000;Produit14;97;2024-01-12;909.0470452732419
8909;CL76541000;Produit76;57;2024-02-06;630.7144137674212
8910;CL64251000;Produit45;38;2024-03-10;794.0634211659367
8911;CL64221000;Produit42;78;2024-04-16;976.0644088082098
8912;CL21721000;Produit12;2;2024-04-07;822.5678524380729
8913;CL24491000;Produit73;70;2023-07-24;640.2496909602263
8914;CL63271000;Produit50;99;2023-08-03;863.1025270673842
8915;CL81001000;Produit87;79;2023-06-11;903.9297952375365
8916;CL15601000;Produit83;68;2023-07-10;384.0171904164484
8917;CL14911000;Produit33;77;2024-01-21;166.40543689328862
8918;CL35881000;Produit40;70;2023-10-01;535.4415065273275
8919;CL88191000;Produit47;68;2024-01-04;110.34345469643422
8920;CL50051000;Produit55;32;2023-09-27;906.2190490071588
8921;CL51301000;Produit96;61;2023-07-27;845.0995922215433
8922;CL45771000;Produit86;68;2023-07-22;224.2210053020784
8923;CL74011000;Produit37;1;2023-06-20;803.2928608468301
8924;CL50791000;Produit62;3;2024-03-19;192.41358637877386
8925;CL6021000;Produit5;65;2024-02-16;59.38831069073217
8926;CL44121000;Produit52;79;2023-08-04;381.74629669328647
8927;CL16531000;Produit16;42;2023-08-09;836.2412506352964
8928;CL42751000;Produit16;40;2024-04-29;25.231454537917735
8929;CL86371000;Produit24;80;2023-12-29;736.7314512961212
8930;CL8271000;Produit51;40;2023-11-15;669.2769958257305
8931;CL4961000;Produit52;70;2023-08-09;836.3164308546051
8932;CL19061000;Produit96;16;2024-01-27;883.6027357537788
8933;CL9571000;Produit4;28;2024-01-20;732.2597490763926
8934;CL63511000;Produit6;67;2023-09-24;944.0030600112092
8935;CL62141000;Produit46;52;2023-08-02;137.80112418114095
8936;CL23331000;Produit97;23;2023-07-31;983.3181816246995
8937;CL24041000;Produit45;8;2023-06-25;961.1423840270679
8938;CL77701000;Produit22;39;2023-08-30;129.6430036099642
8939;CL77391000;Produit27;18;2024-04-23;578.9986757453878
8940;CL55831000;Produit4;92;2024-02-29;812.8499184933339
8941;CL22431000;Produit89;43;2024-05-04;751.9326742471553
8942;CL19381000;Produit65;36;2024-03-16;755.6449523168161
8943;CL76781000;Produit47;1;2023-07-26;730.7334872024644
8944;CL87421000;Produit82;85;2023-10-01;484.7392239409878
8945;CL66411000;Produit62;31;2024-04-28;311.8610444642267
8946;CL71481000;Produit81;57;2023-06-20;646.3289737561785
8947;CL39061000;Produit66;99;2023-09-24;730.2441808044454
8948;CL72351000;Produit61;58;2024-05-13;94.3731625234643
8949;CL39281000;Produit24;55;2023-08-30;774.4498429968164
8950;CL71541000;Produit76;80;2023-07-13;785.4784554361896
8951;CL83601000;Produit73;29;2023-11-03;105.03743612582575
8952;CL6621000;Produit93;14;2023-06-27;602.2977294491228
8953;CL56681000;Produit70;2;2024-03-02;839.5398684070209
8954;CL77181000;Produit68;77;2023-11-17;583.8714293183917
8955;CL23911000;Produit77;18;2023-11-24;347.3939144325849
8956;CL83551000;Produit84;57;2024-02-01;73.3541047512417
8957;CL28441000;Produit96;70;2024-04-19;865.8490651136498
8958;CL62851000;Produit95;51;2023-11-09;497.03712713597656
8959;CL73891000;Produit49;23;2024-04-06;751.6526101607782
8960;CL36891000;Produit57;89;2023-09-10;285.8752809691256
8961;CL7761000;Produit88;50;2024-05-28;836.5248573635831
8962;CL40941000;Produit67;82;2024-04-08;68.13055091144176
8963;CL20121000;Produit74;13;2023-06-01;143.14911898654677
8964;CL18541000;Produit91;93;2024-03-25;586.9448777438344
8965;CL60821000;Produit69;81;2024-01-07;58.80642094267865
8966;CL72171000;Produit82;60;2024-04-09;656.2381785927264
8967;CL54551000;Produit32;52;2023-10-16;499.7425569240214
8968;CL18921000;Produit61;18;2023-09-19;985.2950630691395
8969;CL29181000;Produit6;74;2023-07-09;519.8792159650149
8970;CL22331000;Produit89;13;2024-04-09;323.6595758741126
8971;CL2981000;Produit25;30;2024-01-03;594.2399254686505
8972;CL22241000;Produit58;74;2023-09-15;501.8100282795195
8973;CL75141000;Produit98;22;2023-06-09;322.2845527312152
8974;CL33071000;Produit3;64;2024-01-10;616.7556025243016
8975;CL69901000;Produit28;60;2023-07-26;348.711625682791
8976;CL85661000;Produit49;12;2024-04-01;318.8022552446758
8977;CL66861000;Produit81;94;2023-07-22;933.8375726218479
8978;CL28371000;Produit57;71;2023-12-02;603.8102788545152
8979;CL79071000;Produit59;86;2024-04-19;689.690500223556
8980;CL25271000;Produit24;23;2023-10-01;333.2424629063516
8981;CL78701000;Produit70;23;2024-01-25;538.9121049181041
8982;CL3121000;Produit3;72;2024-03-11;830.0241098917154
8983;CL88451000;Produit20;67;2023-07-23;106.5564237315167
8984;CL79961000;Produit87;50;2024-01-28;435.9504344602064
8985;CL57321000;Produit21;60;2023-10-11;600.1674136327682
8986;CL73351000;Produit92;39;2023-10-05;614.2387714418729
8987;CL38561000;Produit61;15;2024-01-04;424.03256499234635
8988;CL88331000;Produit1;15;2023-12-23;58.39261111015928
8989;CL23681000;Produit14;60;2023-08-07;982.3210118054233
8990;CL3181000;Produit8;21;2023-12-31;784.2877827162014
8991;CL87171000;Produit94;85;2023-10-20;903.6539962671856
8992;CL87161000;Produit9;2;2023-10-30;551.183186874871
8993;CL79201000;Produit51;6;2023-07-28;632.4139368313641
8994;CL33731000;Produit28;49;2024-03-11;737.9756556268055
8995;CL34111000;Produit0;5;2023-09-18;488.318323993942
8996;CL54681000;Produit37;74;2024-02-05;333.6497938514871
8997;CL62801000;Produit52;20;2023-07-18;424.1683789958802
8998;CL16351000;Produit67;30;2024-01-21;644.6076492873468
8999;CL11991000;Produit31;83;2024-05-18;238.58763988417232
9000;CL22021000;Produit85;16;2023-11-17;791.9000437492043
9001;CL77001000;Produit73;73;2023-11-05;567.5054344258219
9002;CL61001000;Produit10;55;2024-01-22;537.7245253037933
9003;CL46451000;Produit48;35;2023-11-21;779.2847942816212
9004;CL11471000;Produit31;92;2023-08-22;723.7149511927846
9005;CL64341000;Produit52;4;2023-12-24;918.0691775897968
9006;CL61321000;Produit35;76;2024-01-04;263.2421999482161
9007;CL5411000;Produit94;48;2024-05-08;110.112428917149
9008;CL23651000;Produit82;6;2024-03-25;202.29560943128718
9009;CL26251000;Produit47;47;2023-09-22;85.69525621975824
9010;CL89621000;Produit59;39;2023-07-26;218.5528727261422
9011;CL77601000;Produit83;62;2023-10-13;584.5208459594257
9012;CL83261000;Produit42;67;2023-07-08;677.4035323735881
9013;CL53811000;Produit50;33;2023-09-17;905.1667999439886
9014;CL87901000;Produit47;8;2024-05-18;367.3148063228302
9015;CL45211000;Produit91;96;2024-04-27;526.8619179584448
9016;CL21211000;Produit13;14;2023-07-09;701.7611955732477
9017;CL83291000;Produit76;9;2023-10-01;257.3171161935986
9018;CL55241000;Produit85;18;2024-01-02;81.63971129834637
9019;CL71331000;Produit38;76;2024-05-02;578.9887788565054
9020;CL52261000;Produit30;36;2023-10-11;322.71796021761276
9021;CL38921000;Produit62;37;2023-08-03;103.56740831951296
9022;CL75431000;Produit83;4;2023-07-23;88.18232033454179
9023;CL83871000;Produit72;86;2023-10-01;433.8971777691207
9024;CL23091000;Produit97;37;2023-06-15;334.13779259613926
9025;CL58771000;Produit16;56;2023-11-25;182.3305386182453
9026;CL11361000;Produit99;26;2024-02-01;177.24350692345388
9027;CL77491000;Produit91;13;2023-06-18;85.75157259446117
9028;CL23471000;Produit11;89;2024-05-19;381.2285543663272
9029;CL16801000;Produit14;1;2023-06-07;291.3652358617142
9030;CL28931000;Produit50;70;2023-10-23;94.41863147880599
9031;CL81741000;Produit70;95;2023-07-09;622.7004466544312
9032;CL11101000;Produit0;93;2023-11-15;971.6096114173006
9033;CL39911000;Produit27;19;2024-01-03;976.1325059533369
9034;CL86911000;Produit36;11;2023-12-31;632.5550464615541
9035;CL46431000;Produit59;64;2024-01-20;131.25790956050702
9036;CL83051000;Produit39;88;2023-09-05;749.3018900345122
9037;CL12341000;Produit82;79;2024-01-25;200.48505890645842
9038;CL68291000;Produit92;42;2023-08-30;47.827598844306394
9039;CL75711000;Produit65;60;2023-11-10;468.7142078474227
9040;CL60411000;Produit84;27;2023-07-22;444.52718135579534
9041;CL55371000;Produit95;18;2023-07-09;592.6123776166136
9042;CL7471000;Produit39;96;2024-05-14;407.5987101237168
9043;CL13601000;Produit49;78;2023-07-14;303.0360118325372
9044;CL56311000;Produit4;70;2023-12-14;511.21582345789216
9045;CL68051000;Produit57;21;2023-07-13;806.0685058589735
9046;CL51401000;Produit36;86;2024-02-01;139.39890768761668
9047;CL47001000;Produit46;30;2024-04-12;388.0277758173209
9048;CL48841000;Produit67;21;2024-03-25;695.9490233238678
9049;CL14671000;Produit77;99;2024-03-31;842.9262082613598
9050;CL39011000;Produit57;2;2023-07-26;399.84673947712815
9051;CL7641000;Produit35;61;2024-04-21;435.1483251842485
9052;CL40761000;Produit7;88;2023-06-15;416.7001828565663
9053;CL18171000;Produit40;43;2023-09-28;913.630694553955
9054;CL16971000;Produit71;77;2024-03-14;869.6215989787249
9055;CL5291000;Produit95;16;2023-07-16;372.31285851711334
9056;CL26131000;Produit12;96;2023-09-12;447.1910833740299
9057;CL29201000;Produit72;60;2023-12-17;695.9674682637672
9058;CL80631000;Produit28;23;2024-03-16;235.71029980912064
9059;CL34431000;Produit47;1;2023-09-23;574.2581428489248
9060;CL88531000;Produit96;92;2023-09-23;192.9422011867555
9061;CL26481000;Produit2;32;2023-10-22;813.7139297280257
9062;CL14401000;Produit18;66;2024-04-19;435.06869632932774
9063;CL47491000;Produit94;83;2024-04-28;58.60935974267777
9064;CL34801000;Produit68;58;2023-06-15;508.1728793250446
9065;CL27601000;Produit43;18;2023-11-15;684.0102286725173
9066;CL19741000;Produit64;40;2023-08-05;114.57130155948292
9067;CL68521000;Produit95;21;2023-09-26;846.660224298259
9068;CL46961000;Produit92;80;2024-03-26;138.59559361562106
9069;CL36841000;Produit18;17;2023-11-18;341.2648418720895
9070;CL34861000;Produit79;57;2024-03-15;220.66737630215536
9071;CL14001000;Produit64;63;2023-08-22;98.06341231917361
9072;CL61881000;Produit73;92;2023-10-25;613.8494643995977
9073;CL17021000;Produit58;63;2024-02-14;914.5018797070974
9074;CL56081000;Produit56;10;2024-03-04;508.51928851790905
9075;CL2271000;Produit86;14;2024-03-12;124.12647958659775
9076;CL7461000;Produit9;56;2024-01-19;854.8326584107369
9077;CL79421000;Produit99;27;2023-10-15;694.4614999406465
9078;CL40271000;Produit12;65;2024-02-16;434.56852694949913
9079;CL41661000;Produit15;68;2024-02-10;875.2188841588209
9080;CL66931000;Produit8;55;2024-05-03;575.5182712380439
9081;CL61621000;Produit37;72;2023-06-16;186.48149668967366
9082;CL89941000;Produit89;100;2024-05-19;688.4574533849448
9083;CL76791000;Produit41;22;2023-12-23;553.9188113973524
9084;CL52171000;Produit91;39;2024-03-17;165.97823779429967
9085;CL31921000;Produit42;64;2023-06-02;805.2174323912185
9086;CL89381000;Produit20;58;2024-02-16;840.0300151859296
9087;CL5501000;Produit63;54;2024-04-30;816.9641487517654
9088;CL29781000;Produit75;10;2024-04-04;963.2899328449477
9089;CL69911000;Produit98;7;2024-04-02;987.6008413602144
9090;CL89221000;Produit70;38;2024-01-05;264.7414171704831
9091;CL35311000;Produit79;9;2024-01-20;515.8200009400971
9092;CL55701000;Produit61;26;2024-05-23;389.7645560259918
9093;CL21301000;Produit1;58;2024-01-23;91.08859483394419
9094;CL39221000;Produit68;76;2023-07-09;996.2273824501061
9095;CL6101000;Produit7;51;2023-08-23;737.7353547580816
9096;CL74721000;Produit63;41;2024-05-12;763.5120184395283
9097;CL24061000;Produit86;88;2023-10-04;645.2241493400591
9098;CL85811000;Produit81;74;2023-10-21;258.01548949882505
9099;CL79921000;Produit27;98;2024-01-01;396.53500274986277
9100;CL26341000;Produit16;3;2023-11-17;754.7461917008449
9101;CL23271000;Produit16;17;2023-08-24;855.8101228755168
9102;CL43921000;Produit91;16;2024-03-06;607.4063851496372
9103;CL69571000;Produit43;75;2024-04-15;125.07821492092627
9104;CL37411000;Produit82;71;2024-03-17;592.4349651686041
9105;CL43921000;Produit84;7;2024-05-01;632.5835367960532
9106;CL11371000;Produit47;82;2024-04-25;463.409920901086
9107;CL72241000;Produit21;58;2024-05-28;279.31349765677277
9108;CL23281000;Produit18;58;2023-06-27;499.91412038919856
9109;CL51371000;Produit71;27;2024-03-18;883.1896091646311
9110;CL21291000;Produit76;34;2023-06-30;827.2911214721182
9111;CL73111000;Produit71;50;2023-12-07;227.1695563449733
9112;CL50691000;Produit72;84;2024-03-16;494.9089887555718
9113;CL45421000;Produit51;79;2023-09-30;938.4665237459667
9114;CL24191000;Produit32;42;2023-11-04;18.7635027362971
9115;CL27571000;Produit44;19;2023-11-09;574.1457075498666
9116;CL86561000;Produit35;46;2023-11-10;819.0479149553793
9117;CL54071000;Produit66;79;2023-07-08;676.5829982395595
9118;CL87801000;Produit84;76;2023-10-10;683.162065167334
9119;CL85861000;Produit87;16;2024-01-25;341.4001434109807
9120;CL17261000;Produit66;39;2023-10-10;414.4013351808387
9121;CL671000;Produit59;15;2024-04-22;116.41221939039289
9122;CL38811000;Produit25;54;2024-04-28;415.03554952329426
9123;CL63191000;Produit96;2;2023-10-10;31.382859656715574
9124;CL36961000;Produit82;91;2024-03-23;989.8451650754663
9125;CL54291000;Produit79;85;2023-10-30;543.6801406040865
9126;CL4931000;Produit24;55;2024-04-07;851.5179322856201
9127;CL25431000;Produit92;59;2024-01-18;680.620627584826
9128;CL37911000;Produit13;52;2024-01-01;778.1225900825744
9129;CL40801000;Produit0;28;2023-07-15;96.8927332965198
9130;CL47361000;Produit8;17;2024-03-12;534.5710661191349
9131;CL28961000;Produit96;100;2024-03-30;679.133913030712
9132;CL11421000;Produit72;64;2023-08-30;115.3671664103957
9133;CL41161000;Produit14;75;2024-02-02;593.8262397778471
9134;CL61221000;Produit1;49;2023-10-26;534.7354433147544
9135;CL48081000;Produit80;59;2024-02-02;691.1520099985934
9136;CL33631000;Produit58;94;2023-07-03;888.5515776229136
9137;CL85031000;Produit76;44;2024-04-10;243.45632093860064
9138;CL60541000;Produit80;2;2023-10-06;280.3837024838922
9139;CL8981000;Produit28;71;2024-03-10;762.2899866001628
9140;CL61031000;Produit78;59;2023-12-09;312.83994833084375
9141;CL5721000;Produit42;34;2024-03-29;132.6059018239302
9142;CL83121000;Produit43;51;2024-04-05;165.6411058543931
9143;CL38311000;Produit77;84;2023-08-28;754.1620211214827
9144;CL16421000;Produit53;1;2023-09-25;980.1473811066107
9145;CL321000;Produit92;56;2024-04-25;31.308997070230454
9146;CL55611000;Produit63;46;2023-12-05;897.119892783454
9147;CL32381000;Produit56;60;2023-09-08;568.528374385833
9148;CL16171000;Produit66;71;2023-09-14;502.34981604341425
9149;CL80481000;Produit96;48;2024-03-11;115.91632351885858
9150;CL9811000;Produit32;28;2024-01-11;144.40902863789745
9151;CL86931000;Produit19;94;2024-02-21;599.5093861080346
9152;CL19841000;Produit60;87;2023-09-30;187.53789170400884
9153;CL27811000;Produit91;98;2023-10-31;274.3109852878384
9154;CL66931000;Produit43;59;2024-01-03;231.8688036984034
9155;CL65731000;Produit62;38;2024-02-16;734.1472258134055
9156;CL52801000;Produit51;52;2023-10-07;885.4722030998004
9157;CL30731000;Produit7;51;2024-04-30;693.2562327788363
9158;CL75431000;Produit13;58;2024-02-23;909.6988846644897
9159;CL79871000;Produit18;67;2023-09-08;878.657166235273
9160;CL21951000;Produit63;90;2023-07-02;738.9739707709274
9161;CL66241000;Produit24;66;2024-01-17;993.8646561236776
9162;CL49281000;Produit29;33;2024-03-13;240.4818206139681
9163;CL64981000;Produit50;33;2023-08-17;590.0830053858239
9164;CL3961000;Produit3;17;2023-07-16;831.3731650360179
9165;CL48251000;Produit82;15;2024-04-17;967.4569773619522
9166;CL31311000;Produit65;76;2023-11-08;983.4479531147656
9167;CL85711000;Produit97;20;2024-01-07;730.756886853639
9168;CL36321000;Produit46;19;2023-10-14;226.3379756466766
9169;CL26351000;Produit7;56;2023-09-23;210.67056543819243
9170;CL4241000;Produit94;92;2024-01-16;732.5657761228579
9171;CL68861000;Produit20;51;2024-01-02;395.9617285051593
9172;CL84481000;Produit91;22;2023-06-20;855.4224502688036
9173;CL78331000;Produit60;91;2023-10-07;425.58248610135365
9174;CL36471000;Produit95;5;2023-10-31;766.2315422143686
9175;CL18701000;Produit83;22;2024-02-08;263.5050331952847
9176;CL20701000;Produit68;52;2023-06-07;580.4960810983229
9177;CL52781000;Produit36;31;2023-06-18;167.82791352667724
9178;CL47541000;Produit9;95;2023-11-23;125.81396668719093
9179;CL48181000;Produit24;46;2023-11-27;667.5360213242952
9180;CL24921000;Produit85;60;2023-07-22;812.857176577205
9181;CL32981000;Produit93;27;2023-08-11;753.2247273473955
9182;CL86551000;Produit39;17;2024-02-21;307.60561207773077
9183;CL5991000;Produit49;76;2024-03-22;287.8734253105791
9184;CL86241000;Produit38;78;2023-06-12;258.2832126770793
9185;CL11241000;Produit21;34;2023-06-10;21.2565309071179
9186;CL55321000;Produit78;29;2023-12-03;467.8388889765602
9187;CL48791000;Produit52;38;2023-07-06;960.3593185892886
9188;CL81951000;Produit79;15;2023-11-12;537.5353222112251
9189;CL64221000;Produit94;18;2024-03-03;61.92089467677024
9190;CL64261000;Produit72;47;2024-03-14;313.3457152948188
9191;CL62861000;Produit28;59;2023-07-09;803.3151198610693
9192;CL58701000;Produit85;75;2024-02-18;744.9097364880325
9193;CL12451000;Produit19;7;2024-05-20;810.9161284942246
9194;CL70681000;Produit3;63;2023-06-19;371.17102939536
9195;CL78001000;Produit92;67;2023-11-28;720.0486941470912
9196;CL58361000;Produit78;78;2023-08-17;493.317993570876
9197;CL52711000;Produit40;73;2023-12-14;516.9193207264375
9198;CL34291000;Produit22;7;2023-08-11;58.99653898549998
9199;CL17651000;Produit82;80;2023-08-24;967.5471951421777
9200;CL81311000;Produit62;68;2024-01-04;313.0789945538482
9201;CL31401000;Produit65;54;2024-02-21;263.8002795542069
9202;CL33741000;Produit42;22;2024-01-18;344.5874981709997
9203;CL86771000;Produit89;64;2024-02-25;106.98817653294806
9204;CL75241000;Produit59;69;2023-12-16;253.11934657413636
9205;CL63741000;Produit52;49;2024-04-20;110.02028282568422
9206;CL44061000;Produit73;77;2023-06-24;976.6457604003516
9207;CL42451000;Produit42;13;2024-05-25;562.5123252264958
9208;CL82631000;Produit88;31;2024-04-19;697.6046901282417
9209;CL81061000;Produit86;77;2024-05-29;767.1809522821263
9210;CL22001000;Produit80;81;2024-02-23;701.4347308750065
9211;CL21771000;Produit16;23;2023-10-16;930.8238156538409
9212;CL18171000;Produit64;11;2023-10-30;788.163721119228
9213;CL47251000;Produit37;89;2024-03-05;949.7186053951641
9214;CL69851000;Produit19;38;2024-05-30;179.3365219207567
9215;CL31281000;Produit43;15;2024-03-19;245.6203004469375
9216;CL69261000;Produit39;88;2023-12-10;121.81723426808398
9217;CL31361000;Produit30;53;2024-05-20;638.0805514472158
